Loading repository data...
Reading installed packages...
S  | Repository                             | Name                                       | Version                                      | Arch
i  | openSUSE-Tumbleweed-Oss                | gobject-introspection-devel                | 1.76.1-2.2                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | google-carlito-fonts                       | 1.1.03.beta1-3.23                            | noarch
i+ | google-chrome                          | google-chrome-stable                       | 114.0.5735.198-1                             | x86_64
i  | openSUSE-Tumbleweed-Oss                | google-noto-coloremoji-fonts               | 20230315-1.1                                 | noarch
i  | openSUSE-Tumbleweed-Oss                | google-opensans-fonts                      | 20210927-1.2                                 | noarch
i  | openSUSE-Tumbleweed-Oss                | google-poppins-fonts                       | 4.003-1.8                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | google-roboto-fonts                        | 2.138-2.5                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | gpart                                      | 0.3-1.29                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gperf                                      | 3.1-4.4                                      | x86_64
i  | openSUSE-Tumbleweed-Oss                | gpg2                                       | 2.3.8-3.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | gpgme                                      | 1.21.0-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gpm                                        | 1.20.7-19.13                                 | x86_64
i  | openSUSE-Tumbleweed-Oss                | gptfdisk                                   | 1.0.9-3.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | grantlee5                                  | 5.3.1-2.1                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | grantleetheme                              | 23.04.3-1.1                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | graphite2-devel                            | 1.3.14-3.7                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | grep                                       | 3.11-1.2                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | groff                                      | 1.22.4-10.3                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | groff-full                                 | 1.22.4-10.3                                  | x86_64
i  | openSUSE-Tumbleweed-Oss                | grpc-devel                                 | 1.56.0-1.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | grub2                                      | 2.06-53.3                                    | x86_64
i  | openSUSE-Tumbleweed-Oss                | grub2-branding-openSUSE                    | 84.87.20230227-1.3                           | noarch
i  | openSUSE-Tumbleweed-Oss                | grub2-i386-pc                              | 2.06-53.3                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | grub2-snapper-plugin                       | 2.06-53.3                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | grub2-systemd-sleep-plugin                 | 2.06-53.3                                    | noarch
i+ | openSUSE-Tumbleweed-Oss                | grub2-x86_64-efi                           | 2.06-53.3                                    | noarch
i  | openSUSE-Tumbleweed-Oss                | gsettings-backend-dconf                    | 0.40.0-3.3                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gsettings-desktop-schemas                  | 44.0-1.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gsettings-desktop-schemas-devel            | 44.0-1.1                                     | x86_64
i  | openSUSE-Tumbleweed-Oss                | gstreamer                                  | 1.22.4-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gstreamer-devel                            | 1.22.4-1.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gstreamer-libnice                          | 0.1.21-3.1                                   | x86_64
i  | openSUSE-Tumbleweed-Oss                | gstreamer-plugin-cluttergst3               | 3.0.27-2.3                                   | x86_64
i+ | Open H.264 Codec (openSUSE Tumbleweed) | gstreamer-plugin-openh264                  | 1.22.2-1.suse1699.1                          | x86_64
v  | Open H.264 Codec (openSUSE Tumbleweed) | gstreamer-plugin-openh264                  | 1.22.2-1.suse1699.1                          | i586
i  | openSUSE-Tumbleweed-Oss                | gstreamer-plugin-pipewire                  | 0.3.72-1.1                                   | x86_64
